InvestorID,InvestorName,current_task_index,PrimaryInvestorType,Website,normalized_domain,current_token_company_count,current_source_methods
650344-24,Hope Chain,9027,Not-For-Profit Venture Capital,hopechain.com,hopechain.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
399055-96,Hopson Capital,9030,Venture Capital,hopsoncapital.com,hopsoncapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
529298-56,Horizon Capital (China),9032,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
470995-75,Horizon Capital Asset Management,9033,Hedge Fund,horizoncap.ch,horizoncap.ch,1,company_investor_relation|deal_investor_relation|investor_investment_relation
438108-76,Hornet Ventures,9035,Venture Capital,www.hornetventures.com,hornetventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
496749-07,Horseburgh Partners,9036,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
528154-93,Houdini Swap,9040,Corporation,www.houdiniswap.com,houdiniswap.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
55080-82,Howard Morgan,9041,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
818992-99,HRT (),9043,Angel Group,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503395-75,HStarter,9046,Accelerator/Incubator,hstarter.com,hstarter.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
482192-47,HSVC,9047,Venture Capital,www.hsvc.co.kr,hsvc.co.kr,1,company_investor_relation|deal_investor_relation|investor_investment_relation
170767-72,HT Venture Capital,9049,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
59788-72,HTX Minerals,9051,Corporation,www.htxminerals.com,htxminerals.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
180456-58,Hua Qing Ce Yuan Venture Capital,9054,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433954-27,Huang Tianwei,9057,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
162194-41,Huashan Capital,9058,Venture Capital,huashancapital.com,huashancapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433484-56,Huatai Capital,9059,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
541153-90,Huawei Spark Ignite,9060,Other,huawei.agorize.com,huawei.agorize.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
150564-16,HUB (United Kingdom),9061,Real Estate,www.hubliving.com,hubliving.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
110453-41,Hubert Walentynowicz,9063,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
597723-58,Hugo Martingale,9068,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433954-54,Huixing Capital,9070,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
465801-67,Huiyin Group,9071,Corporation,www.huiyin.com,huiyin.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
108079-30,Human Ventures,9076,Venture Capital,www.human.vc,human.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
183404-26,Humayun Sheikh,9077,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
467693-74,Hunfan Labs,9080,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
149897-62,Huoban VC,9083,Venture Capital,www.huoban.vc,huoban.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495480-34,Huobi Innovation Labs,9084,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
493039-36,Hyper (US),9088,Corporate Venture Capital,www.hyper.com,hyper.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
513443-53,hyper id,9090,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
537224-14,Hyper88,9091,Corporation,www.hyper88.com,hyper88.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
527101-84,Hypercycle,9093,Infrastructure,www.hypercycle.ai,hypercycle.ai,1,company_investor_relation|deal_investor_relation|investor_investment_relation
41699-26,HyperEdge,9094,Corporation,www.hyperedge.com,hyperedge.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
431631-10,Hyperfund,9095,Venture Capital,www.hyperfund.io,hyperfund.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
1167964-57,Hyperfusion,9096,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
452776-24,Hypergrowth Ventures,9097,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
844607-62,Hyperion (Financial Services),9098,Corporation,www.hyperion.xyz,hyperion.xyz,1,company_investor_relation|deal_investor_relation|investor_investment_relation
494619-58,Hyperion Alpha,9099,Venture Capital,www.hyperionalpha.com,hyperionalpha.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
528933-79,HyperPlay,9103,VC-Backed Company,www.hyperplay.xyz,hyperplay.xyz,1,company_investor_relation|deal_investor_relation|investor_investment_relation
482243-77,Hypershare,9104,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
525583-27,Hypersign (Investor),9105,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
608024-35,Hypertrove Ventures,9106,Venture Capital,www.hypertrove.ventures,hypertrove.ventures,1,company_investor_relation|deal_investor_relation|investor_investment_relation
756592-66,Hyponyms,9107,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
114561-91,Hyundai Department Store Company,9109,Corporation,www.ehyundai.com,ehyundai.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
435868-39,i systems,9111,Corporation,www.i-systems.net,i-systems.net,1,company_investor_relation|deal_investor_relation|investor_investment_relation
50986-90,IA Ventures,9115,Venture Capital,www.iaventures.com,iaventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
718275-25,Ian Anderson,9118,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
488986-66,Ian Lee,9120,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
327484-63,Ian Livingstone,9121,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
752720-50,IBC Capital (India),9124,Corporate Venture Capital,capital.itsblockchain.com,capital.itsblockchain.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
59897-08,Ibex Investors,9127,Venture Capital,www.ibexinvestors.com,ibexinvestors.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
343366-57,IBK Changgong,9129,Accelerator/Incubator,www.ibkchanggong.com,ibkchanggong.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
161319-25,IBM Watson Centre,9131,Accelerator/Incubator,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
527531-05,iBoost Zone,9132,Accelerator/Incubator,www.innovationboostzone.com,innovationboostzone.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
264673-27,IBT Capital,9133,Venture Capital,ibtzb.com,ibtzb.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433026-82,iByond,9134,VC-Backed Company,www.ibyond.com,ibyond.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
331219-27,Ice Technologies (Lowa),9137,PE-Backed Company,www.icetechnologies.com,icetechnologies.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
104025-07,Iceaddis,9138,Accelerator/Incubator,www.iceaddis.com,iceaddis.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
607798-99,Icedcoffee Icedcoffee,9142,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
11219-32,ICG,9143,PE/Buyout,www.icgam.com,icgam.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433050-94,Icon Advisers,9144,Corporation,www.iconadvisers.com,iconadvisers.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
596291-95,Icunucmi Icunucmi,9146,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
231445-00,ID345,9147,Angel Group,id345.tech,id345.tech,1,company_investor_relation|deal_investor_relation|investor_investment_relation
289691-65,Ideal Finansal Teknolojiler ve Danismanlik,9150,VC-Backed Company,www.idealistdanismanlik.com.tr,idealistdanismanlik.com.tr,1,company_investor_relation|deal_investor_relation|investor_investment_relation
484631-56,IDO Research Ventures,9153,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
54783-10,iDreamSky Technology,9154,Corporation,www.idreamsky.com,idreamsky.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
267935-50,iExec,9156,VC-Backed Company,www.iex.ec,iex.ec,1,company_investor_relation|deal_investor_relation|investor_investment_relation
539342-92,IFG Corporation,9158,Corporation,www.ifg.jp,ifg.jp,1,company_investor_relation|deal_investor_relation|investor_investment_relation
11315-71,Ignite Group (Redwood City),9162,Venture Capital,www.ignitegroup.com,ignitegroup.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
185038-48,Ignite500 Venture,9163,Venture Capital,ignite500.com,ignite500.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
731428-12,Ignivia Group,9164,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
184603-15,Igor Shirokov,9166,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
1157539-87,IMC (Investor),9171,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
169752-97,Immad Akhund,9174,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
501282-82,Immortal Game,9176,VC-Backed Company,immortal.game,immortal.game,1,company_investor_relation|deal_investor_relation|investor_investment_relation
57625-84,Impact Assets,9177,Impact Investing,www.impactassets.org,impactassets.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation
107729-65,Imperial PFS,9181,Corporation,www.ipfs.com,ipfs.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
56021-50,Impetus - The Private Equity Foundation,9182,Corporation,www.impetus-pef.org.uk,impetus-pef.org.uk,1,company_investor_relation|deal_investor_relation|investor_investment_relation
100157-14,IMT Starter,9184,Accelerator/Incubator,www.imt-starter.fr,imt-starter.fr,1,company_investor_relation|deal_investor_relation|investor_investment_relation
166691-26,In Capital,9185,Venture Capital,www.in-capital.cn,in-capital.cn,1,company_investor_relation|deal_investor_relation|investor_investment_relation
11211-13,In-Q-Tel,9187,Not-For-Profit Venture Capital,www.iqt.org,iqt.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation
162952-03,Incibe,9193,Accelerator/Incubator,www.incibe.es,incibe.es,1,company_investor_relation|deal_investor_relation|investor_investment_relation
442899-91,Inclusive Fintech 50,9195,Other,www.inclusivefintech50.com,inclusivefintech50.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
