InvestorID,InvestorName,delta_status,in_current_list,in_rule_b_list,current_task_index,rule_b_task_index,current_token_company_count,rule_b_company_count,current_source_methods,rule_b_source_methods,PrimaryInvestorType,Website,normalized_domain
435529-36,Uncorrelated Ventures,intersection,yes,yes,940,736,13,11,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,uncorrelated.com,uncorrelated.com
600797-62,Undefined Labs(Seoul),intersection,yes,yes,577,428,22,19,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.undefinedlabs.xyz,undefinedlabs.xyz
58481-83,Underdog Ventures,intersection,yes,yes,13284,9876,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.underdogventures.com,underdogventures.com
152407-00,Underscore VC,intersection,yes,yes,5596,2644,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.underscore.vc,underscore.vc
615881-17,Ungaii,intersection,yes,yes,13285,9877,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.ungaii.co,ungaii.co
472217-95,Uni-President Asset Holdings,intersection,yes,yes,13286,9878,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
152367-85,Uni-President Enterprises,intersection,yes,yes,13287,9879,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.uni-president.com.tw,uni-president.com.tw
148196-89,Unibator,intersection,yes,yes,13288,9881,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,goetheunibator.de,goetheunibator.de
58755-52,Unicaja Banco,intersection,yes,yes,13289,9882,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.unicajabanco.es,unicajabanco.es
54912-25,Unicorn Factory Lisboa,intersection,yes,yes,1223,1904,10,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,unicornfactorylisboa.com,unicornfactorylisboa.com
517139-65,Unicorn Hunter Ventures,intersection,yes,yes,1224,1389,10,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unicornhunter.io,unicornhunter.io
268291-27,Unicorn Venture Partners,intersection,yes,yes,13293,9883,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unicornvp.com,unicornvp.com
322691-32,Unicorn Ventures,intersection,yes,yes,3267,4270,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.unicorn.vc,unicorn.vc
537017-05,Unicorn-Verse,intersection,yes,yes,3268,9884,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.unicorn-verse.io,unicorn-verse.io
502802-92,Uniera Crypto Ventures,intersection,yes,yes,13297,9885,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.uniera.io,uniera.io
484251-58,UniFarm (Financial Software),intersection,yes,yes,4854,9886,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.unifarm.co,unifarm.co
489019-51,Unilayer Capital,intersection,yes,yes,1335,1905,9,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,unilayer.capital,unilayer.capital
231559-57,Union Investment Partners,intersection,yes,yes,13299,9887,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unionip.net,unionip.net
11323-45,Union Square Ventures,intersection,yes,yes,682,461,18,17,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.usv.com,usv.com
513223-21,Unionblock VC,intersection,yes,yes,4855,3659,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,unionblock.vc,unionblock.vc
265238-02,UNIQA Ventures,intersection,yes,yes,5310,4015,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,www.uniqa.com,uniqa.com
472186-45,UniqueOne Network,intersection,yes,yes,13300,9888,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,unique.one,unique.one
483630-67,Unirock Partners,intersection,yes,yes,13301,9889,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unirock.partners,unirock.partners
535382-38,UniSat Wallet,intersection,yes,yes,4856,9890,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,unisat.io,unisat.io
265762-45,Uniswap Labs,intersection,yes,yes,2124,2468,5,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,app.uniswap.org,app.uniswap.org
506651-95,Uniswap Labs Ventures,intersection,yes,yes,2125,2469,5,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,,
590796-91,Unit Ventures,intersection,yes,yes,13302,9891,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unit.vc,unit.vc
113085-82,United,intersection,yes,yes,13304,9892,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.united.jp,united.jp
42736-06,United Overseas Bank,intersection,yes,yes,1628,1906,7,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Other Private Equity,www.uobgroup.com,uobgroup.com
439535-44,United Space Corp,intersection,yes,yes,13305,9893,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
12414-88,United States Small Business Administration,intersection,yes,yes,13306,9894,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Government,www.sba.gov,sba.gov
57177-55,United Talent Agency,intersection,yes,yes,13307,3660,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE-Backed Company,www.unitedtalent.com,unitedtalent.com
158315-05,United WestLabs,intersection,yes,yes,13308,9895,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.unitedwestlabs.com,unitedwestlabs.com
481415-50,UNITY Capital (Blockchain),intersection,yes,yes,922,1193,14,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unitycapital.vc,unitycapital.vc
501951-88,Unity Capital Ventures,intersection,yes,yes,578,952,22,9,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unitycapitalvc.com,unitycapitalvc.com
51156-64,Unity Software,intersection,yes,yes,13310,9897,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.unity.com,unity.com
154404-91,Unity Ventures (China),intersection,yes,yes,2536,1907,4,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.unityvc.com,unityvc.com
234238-60,UniValues Associates,intersection,yes,yes,1336,1058,9,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,uva.fund,uva.fund
268637-14,Universal Capital,intersection,yes,yes,1629,1194,7,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.universal-capital.fund,universal-capital.fund
52088-68,"University of California, Berkeley Foundation",intersection,yes,yes,13312,3661,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Limited Partner,www.ucberkeleyfoundation.org,ucberkeleyfoundation.org
179968-87,University of Toronto,intersection,yes,yes,1479,1059,8,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,University,www.utoronto.ca,utoronto.ca
117964-99,University of Toronto Entrepreneurship,intersection,yes,yes,1480,1060,8,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.entrepreneurs.utoronto.ca,entrepreneurs.utoronto.ca
